ASIN;Title;Auther;Genre
448479532;Who Was Clara Barton?;Stephanie Spinner;Children's Books
449905896;Earth Medicine, Earth Food;Michael A. Weiner;Cookbooks, Food & Wine
449906442;The Emotionally Abused Woman: Overcoming Destructive Patterns and Reclaiming Yourself (Fawcett Book);Beverly Engel;Self-Help
449908704;The Best and the Brightest;David Halberstam;Politics & Social Sciences
451210557;No Second Chance;Harlan Coben;Mystery, Thriller & Suspense
451232135;Known to Evil: A Leonid McGill Mystery;Walter Mosley;Mystery, Thriller & Suspense
451233573;You Belong to Me (The Baltimore Series);Karen Rose;Mystery, Thriller & Suspense
451235266;The Strangers on Montagu Street (Tradd Street);Karen White;Mystery, Thriller & Suspense
451403878;Murder Machine (Onyx True Crime);Gene Mustain;Biographies & Memoirs
451417097;Viviendo (Spanish Edition);Adamari Lopez;Health, Fitness & Dieting
451464389;Firestorm (Destroyermen);Taylor Anderson;Science Fiction & Fantasy
451466241;The Training: The Submissive Series;Tara Sue Me;Romance
451466802;The Cinder Spires: the Aeronaut's Windlass;Jim Butcher;Science Fiction & Fantasy
451466993;Dreamer's Pool: A Blackthorn & Grim Novel;Juliet Marillier;Romance
451469666;Only Enchanting (Survivor's Club);Mary Balogh;Romance
451473434;Florist Grump: A Flower Shop Mystery;Kate Collins;Mystery, Thriller & Suspense
451473639;Unraveled: The Mastered Series;Lorelei James;Romance
451473841;The Stitching Hour: An Embroidery Mystery;Amanda Lee;Mystery, Thriller & Suspense
451474538;The Collar: The Submissive Series;Tara Sue Me;Romance
451475798;Admiral (An Evagardian Novel);Sean Danker;Science Fiction & Fantasy
451476018;A Curious Beginning: A Veronica Speedwell Mystery;Deanna Raybourn;Mystery, Thriller & Suspense
451531760;What to Listen for in Music (Signet Classics);Aaron Copland;Humor & Entertainment
452262097;Figure Skating: Championship Techniques (Sports Illustrated Winner's Circle Books);John Misha Petkevich;Sports & Outdoors
452268184;When Food Is Love: Exploring the Relationship Between Eating and Intimacy;Geneen Roth;Self-Help
452271681;When Heaven and Earth Changed Places (Tie-In Edition);Le Ly Hayslip;Biographies & Memoirs
452275350;Too Good to Leave, Too Bad to Stay: A Step-by-Step Guide to Help You Decide Whether to Stay In or Get Out of Your Relationship;Mira Kirshenbaum;Parenting & Relationships
452297036;The Violets of March: A Novel;Sarah Jio;Literature & Fiction
452297923;The Dyslexic Advantage: Unlocking the Hidden Potential of the Dyslexic Brain;Brock L. Eide M.D.  M.A.;Parenting & Relationships
452298202;The De-Textbook: The Stuff You Didn't Know About the Stuff You Thought You Knew;Cracked.com;Humor & Entertainment
452298229;Enchantress: A Novel of Rav Hisda's Daughter;Maggie Anton;Literature & Fiction
465006965;Religion Explained: The Evolutionary Origins of Religious Thought;Pascal Boyer;Religion & Spirituality
465011527;America and the Pill: A History of Promise, Peril, and Liberation;Elaine Tyler May;Politics & Social Sciences
465018092;Who's Your City?: How the Creative Economy Is Making Where to Live the Most Important Decision of Your Life;Richard Florida;Business & Money
465024599;America and the Pill: A History of Promise, Peril, and Liberation;Elaine Tyler May;Politics & Social Sciences
465025048;The Arabs: A History;Eugene Rogan;History
465050654;The Design of Everyday Things: Revised and Expanded Edition;Don Norman;Arts & Photography
465058957;The Rise and Fall of Modern Medicine: Revised Edition;M.D. James Le Fanu M.D.;Medical Books
471041386;Polymeric Multicomponent Materials: An Introduction;L. H. Sperling;Science & Math
471094382;Entrophy Generation Through Heat and Fluid Flow;Adrian Bejan;Science & Math
471149632;The In-Law Survival Manual: A Guide to Cultivating Healthy In-Law Relationships (Wiley Series in Couples and Family Dynamics and Treatment);Gloria Call Horsley;Parenting & Relationships
471155101;Learning Disabilities and ADHD: A Family Guide to Living and Learning Together;Betty B. Osman;Parenting & Relationships
471176397;More Edible Art: 75 Fresh Ideas for Garnishing;David Paul Larousse;Cookbooks, Food & Wine
471182095;An Introduction to Fluid Dynamics: Principles of Analysis and Design;Stanley Middleman;Engineering & Transportation
471197602;Pricing Financial Instruments: The Finite Difference Method;Domingo Tavella;Business & Money
471246913;The Calling of Katie Makanya: A Memoir of South Africa;Margaret McCord;Biographies & Memoirs
471403091;Litigation Services Handbook: The Role of the Financial Expert;Roman L. Weil;Law
471438812;Advanced Mechanics of Materials;Arthur P. Boresi;Science & Math
471454036;The Emotionally Abusive Relationship: How to Stop Being Abused and How to Stop Abusing;Beverly Engel;Parenting & Relationships
471469181;Creative Cash Flow Reporting: Uncovering Sustainable Financial Performance;Charles W. Mulford;Business & Money
471492523;The Analysis of Controlled Substances (Analytical Techniques in the Sciences (AnTs) *);Michael D. Cole;Medical Books
471595330;Repetitive Strain Injury: A Computer User's Guide;Emil Pascarelli M.D.;Health, Fitness & Dieting
471669830;Matrix Analysis for Statistics;James R. Schott;Science & Math
471737925;Core Concepts of Government and Not-For-Profit Accounting;Michael H. Granof;Business & Money
471748161;Culinary Calculations: Simplified Math for Culinary Professionals;Terri Jones;Cookbooks, Food & Wine
471772720;Public Relations For Dummies;Eric Yaverbaum;Business & Money
472051695;Wicked Takes the Witness Stand: A Tale of Murder and Twisted Deceit in Northern Michigan;Mardi Link;Biographies & Memoirs
472067656;Before Motown: A History of Jazz in Detroit, 1920-60;Lars Bjorn;Biographies & Memoirs
486213420;Handbook of the Nutritional Value of Foods in Common Units;U.S. Dept. of Agriculture;Cookbooks, Food & Wine
486231348;Ludwig Van Beethoven Complete Piano Sonatas Volume 1 (Nos. 1-15);Ludwig van Beethoven;Humor & Entertainment
486242137;Room and Furniture Layout Kit;Muncie Hendler;Arts & Photography
486243796;Mosaic and Tessellated Patterns: How to Create Them, with 32 Plates to Color (Dover Art Instruction);John Willson;Arts & Photography
486257800;Bloomingdale's Illustrated 1886 Catalog;Bloomingdale Brothers;Humor & Entertainment
486258130;Tatting Patterns and Designs (Dover Knitting, Crochet, Tatting, Lace);Gun Blomqvist;Crafts, Hobbies & Home
486265439;Men, Women and Pianos: A Social History (Dover Books on Music);Arthur Loesser;Politics & Social Sciences
486269310;Charles Jordan's Best Card Tricks: With 265 Illustrations (Dover Magic Books);Karl Fulves;Humor & Entertainment
486273679;101 Easy-to-Do Magic Tricks (Dover Magic Books);Bill Tarr;Humor & Entertainment
486278077;The Picture of Dorian Gray (Dover Thrift Editions);Oscar Wilde;Mystery, Thriller & Suspense
486292827;English Romantic Poetry: An Anthology (Dover Thrift Editions);William Blake;Literature & Fiction
486295850;Ancient Egyptian Costumes Paper Dolls (Dover Paper Dolls);Tom Tierney;Crafts, Hobbies & Home
486401448;Medieval Fashions Coloring Book (Dover Fashion Coloring Book);Tom Tierney;Children's Books
486407225;Costume Through the Ages: Over 1400 Illustrations (Dover Fashion and Costumes);Erhard Klepper;Crafts, Hobbies & Home
486408760;Selected Poems (Dover Thrift Editions);Claude McKay;Literature & Fiction
486412296;Celtic and Old Norse Designs (Dover Pictorial Archive);Courtney Davis;Arts & Photography
486443752;Nadi on Fencing;Aldo Nadi;Sports & Outdoors
486447278;Camp-Lore and Woodcraft;Daniel C. Beard;Sports & Outdoors
486479285;Atomic Physics and Human Knowledge (Dover Books on Physics);Niels Bohr;Science & Math
486485803;Aircraft Structures (Dover Books on Aeronautical Engineering);David J. Peery;Engineering & Transportation
486485943;Invitation to Dynamical Systems (Dover Books on Mathematics);Prof. Edward R. Scheinerman;Science & Math
486486133;Computer-Controlled Systems: Theory and Design, Third Edition (Dover Books on Electrical Engineering);Karl A Astrom;Engineering & Transportation
486494659;How to Create Mehndi Designs (Dover Fun and Games for Children);Jessica Mazurkiewicz;Teen & Young Adult
486678393;Introduction to Crystallography (Dover Books on Chemistry);Donald E. Sands;Science & Math
486779963;Creative Haven Peacock Designs Coloring Book (Creative Haven Coloring Books);Marty Noble;Arts & Photography
486997758;Scientific Instruments and Apparatus CD-ROM and Book (Dover Electronic Clip Art);Clip Art;Science & Math
486999408;Celtic Designs CD-ROM and Book (Dover Electronic Clip Art);Dover;Arts & Photography
495244716;Steel Design;William T. Segui;Engineering & Transportation
495502464;Understanding Interpersonal Communication: Making Choices in Changing Times;Richard West;Reference
500239282;The Curator's Handbook;Adrian George;Arts & Photography
500252025;The Crossing of Antarctica: Original Photographs from the Epic Journey That Fulfilled Shackleton's Dream;George Lowe;Arts & Photography
500252149;Across the Arctic Ocean: Original Photographs from the Last Great Polar Journey;Sir Wally Herbert;History
500280983;Representing Women;Linda Nochlin;Politics & Social Sciences
500284687;The Moundbuilders: Ancient Peoples of Eastern North America (Ancient Peoples and Places);George R. Milner;History
500287554;Mexico: From the Olmecs to the Aztecs (Sixth Edition)  (Ancient Peoples and Places);Michael D. Coe;History
500289603;The Leopard's Tale: Revealing the Mysteries of Catalhoyuk;Ian Hodder;History
500514070;The Dry Gardening Handbook: Plants and Practices for a Changing Climate;Olivier Filippi;Crafts, Hobbies & Home
500516928;The New Pâtissiers;Olivier Dupon;Cookbooks, Food & Wine
515132020;Heaven and Earth (Three Sisters Island Trilogy);Nora Roberts;Romance
516271717;Dorothea Lange (Getting to Know the World's Greatest Artists);Mike Venezia;Children's Books
520063252;The Worlds of a Maasai Warrior: An Autobiography;Tepilit Ole Saitoti;History
520089790;Dateline Soweto: Travels with Black South African Reporters;William Finnegan;Travel
520210131;Six Years: The Dematerialization of the Art Object from 1966 to 1972;Lucy R. Lippard;Arts & Photography
520255224;Encyclopedia of Pasta (California Studies in Food and Culture);Oretta Zanini De Vita;Cookbooks, Food & Wine
520258622;The Atlas of Endangered Species (Atlas Of... (University of California Press));Richard Mackay;Science & Math
520266781;Islam and Christianity: Theological Themes in Comparative Perspective;John Renard;Religion & Spirituality
520270967;Sex Cells: The Medical Market for Eggs and Sperm;Rene Almeling;Health, Fitness & Dieting
520272900;Dirt: The Erosion of Civilizations;David R. Montgomery;Science & Math
520273389;The Stickup Kids: Race, Drugs, Violence, and the American Dream;Randol Contreras;Politics & Social Sciences
520282450;The Trouble with Marriage: Feminists Confront Law and Violence in India (Gender and Justice);Srimati Basu;Law
520283902;Funnybooks: The Improbable Glories of the Best American Comic Books;Michæl Barrier;Comics & Graphic Novels
521019192;Compliance Quantified: An Introduction to Data Verification;Rudolf Avenhaus;Engineering & Transportation
521035627;Marriage Litigation in Medieval England (Cambridge Studies in English Legal History);R. H. Helmholz;Law
521037875;Ecological Management of Agricultural Weeds;Matt Liebman;Crafts, Hobbies & Home
521173426;The Role of Customary Law in Sustainable Development (Cambridge Studies in Law and Society);Peter Orebech;Law
521320674;Organic Photochemistry (Cambridge Texts in Chemistry and Biochemistry);James Morriss Coxon;Science & Math
521368340;Ovid: Heroides: Select Epistles (Cambridge Greek and Latin Classics);Ovid;Literature & Fiction
521422590;The Book of the Body Politic (Cambridge Texts in the History of Political Thought);Christine de Pizan;Politics & Social Sciences
521456924;Diagrammatica: The Path to Feynman Diagrams (Cambridge Lecture Notes in Physics);Martinus Veltman;Science & Math
521524334;Salt of the Desert Sun: A History of Salt Production and Trade in the Central Sudan (African Studies);Paul E. Lovejoy;History
521559529;Writing Rome: Textual Approaches to the City (Roman Literature and its Contexts);Catharine Edwards;Literature & Fiction
521602750;Coastal Processes with Engineering Applications;Robert G. Dean;Engineering & Transportation
521608422;The Texts of Early Greek Philosophy: The Complete Fragments and Selected Testimonies of the Major Presocratics;Daniel W. Graham;Politics & Social Sciences
521615534;Contract Law: Rules, Theory, and Context (Cambridge Introductions to Philosophy and Law);Brian H. Bix;Law
521639875;Nietzsche: The Birth of Tragedy and Other Writings (Cambridge Texts in the History of Philosophy);Friedrich Nietzsche;Politics & Social Sciences
521642221;Principles of Optics: Electromagnetic Theory of Propagation, Interference and Diffraction of Light;Max Born;Science & Math
521642248;Moral Combat: The Dilemma of Legal Perspectivalism (Cambridge Studies in Philosophy and Law);Heidi Hurd;Law
521677696;Cambridge Idioms Dictionary;ELIZABETH (SENIOR COMMISSIONING EDITOR). WALTER;Reference
521702720;Imperialism, Sovereignty and the Making of International Law (Cambridge Studies in International and Comparative Law);Antony Anghie;Law
521707803;English Collocations in Use: Advanced;Felicity O'Dell;Reference
521732360;Jihad in Saudi Arabia: Violence and Pan-Islamism since 1979 (Cambridge Middle East Studies);Thomas Hegghammer;History
521734770;Grammar in Use Intermediate Student's Book with Answers and CD-ROM: Self-study Reference and Practice for Students of North American English;Raymond Murphy;Politics & Social Sciences
521764440;Field Theories of Condensed Matter Physics;Eduardo Fradkin;Science & Math
521880068;Principles of Igneous and Metamorphic Petrology;Anthony Philpotts;Science & Math
525426930;Dry Bones: A Walt Longmire Mystery (Walt Longmire Mysteries);Craig Johnson;Literature & Fiction
525427457;Getting Real;Gretchen Carlson;Biographies & Memoirs
525428119;Mr. Pants: Trick or Feet!;Scott Mccormick;Children's Books
525429476;The Expatriates: A Novel;Janice Y. K. Lee;Literature & Fiction
525483519;Classic Plastic Radios of the 1930s and 1940s: A Collector's Guide to Catalin Models;John Sideli;Crafts, Hobbies & Home
525946616;The Octopus and the Orangutan: More True Tales of Animal Intrigue, Intelligence, and Ingenuity;Eugene Linden;Sports & Outdoors
525953892;Devil's Bridge (An Alexandra Cooper Novel);Linda Fairstein;Mystery, Thriller & Suspense
525954570;Find Her (D. D. Warren);Lisa Gardner;Mystery, Thriller & Suspense
528002287;Rand McNally World Folded Wall Map (M Series Map of the World);Rand McNally;Reference
528007548;Thomas Guide: San Bernardino & Riverside Counties Street Guide;Rand McNally;Reference
528857800;Rand McNally Easy To Fold: Texas;Rand McNally;Reference
528994972;Rand McNally Southern California Easy to Fold (Laminated) (Rand McNally Easyfinder);Rand McNally;Reference
529020610;Lost Books of the Bible and the Forgotten Books of Eden;Thomas Nelson;Christian Books & Bibles
531158306;A Female Focus: Great Women Photographers (Women Then--Women Now);Margot F. Horwitz;Teen & Young Adult
531212726;Ariana Grande (Real Bios);Marie Morreale;Children's Books
531212785;Otto Von Bismarck: Iron Chancellor of Germany (Wicked History);Kimberly Burton Heuston;Teen & Young Adult
531220559;You Wouldn't Want to Live Without the Internet!;Anne Rooney;Children's Books
531222098;Thomas Edison: Inventor with a Lot of Bright Ideas (Getting to Know the World's Greatest Inventors & Scientists);Mike Venezia;Children's Books
531281574;Immigration (Cornerstones of Freedom: Third);Peter Benoit;Children's Books
534358365;Volleyball Today (Wadsworth Health Fitness);Marv Dunphy;Sports & Outdoors
534560318;Right Down Your Alley: The Beginner's Book of Bowling (The Wadsworth Activities Series);Vesma Grinfelds;Sports & Outdoors
534575838;Clinical Social Work: Beyond Generalist Practice with Individuals, Groups and Families (Methods / Practice of Social Work: Direct (Micro));Lambert Maguire;Medical Books
538648929;Century 21 Keyboarding & Information Processing: Complete Course;Jerry W. Robinson;Business & Money
544103440;To the End of June: The Intimate Life of American Foster Care;Cris Beam;Parenting & Relationships
544340116;Vivian Apple at the End of the World;Katie Coyle;Teen & Young Adult
544340477;Mary Poppins: 80th Anniversary Collection;Dr. P. L. Travers;Children's Books
544568052;Little Blue Truck Leads the Way board book;Alice Schertle;Children's Books
544611616;Steering the Craft: A Twenty-First-Century Guide to Sailing the Sea of Story;Ursula  K. Le Guin;Reference
545130484;Ready, Freddy! #22: Science Fair Flop;Abby Klein;Children's Books
545147131;Vocabulary Cartoon of the Day for Grades 2-3: 180 Reproducible Cartoons That Expand Students' Vocabularies to Help Them Become Better Readers and Writers;Marc Tyler Nobleman;Reference
545206944;I Survived the Sinking of the Titanic, 1912;Lauren Tarshis;Children's Books
545348307;Winter's Tail: How One Little Dolphin Learned to Swim Again;Craig Hatkoff;Children's Books
545393876;Scaredycrow;Christopher Hernandez;Children's Books
545416787;How Do Dinosaurs Say Merry Christmas?;Jane Yolen;Children's Books
545433878;My Turtle and Me (Cloud B);Owen Bernstein;Children's Books
545494788;Mush! The Sled Dogs of the Iditarod;Joe Funk;Sports & Outdoors
545509157;Rescue Princesses #3: The Moonlight Mystery;Paula Harrison;Children's Books
545556740;Gabby Douglas: Going for Gold;Tori Kosara;Children's Books
545663261;Mockingjay (The Hunger Games);Suzanne Collins;Teen & Young Adult
545663849;LEGO Ninjago: Techno Strike! (Reader #9);Kate Howard;Children's Books
545682789;Shiver;Maggie Stiefvater;Teen & Young Adult
545700272;A Handful of Stars;Cynthia Lord;Children's Books
545820111;Minecraft: Blockopedia;Alex Wiltshire;Children's Books
545842816;Nonfiction Sight Word Readers Parent Pack Level A: Teaches 25 key Sight Words to Help Your Child Soar as a Reader!;Liza Charlesworth;Test Preparation
545842840;Nonfiction Sight Word Readers Parent Pack Level D: Teaches 25 key Sight Words to Help Your Child Soar as a Reader!;Liza Charlesworth;Parenting & Relationships
547318367;Civics in Practice: Student Edition 2009;HOLT MCDOUGAL;Children's Books
547636474;Pati's Mexican Table: The Secrets of Real Mexican Home Cooking;Pati Jinich;Cookbooks, Food & Wine
547722044;Tales from Earthsea (The Earthsea Cycle);Ursula K. Le Guin;Teen & Young Adult
547858191;A Wolf Called Romeo;Nick Jans;Biographies & Memoirs
547928173;Francona: The Red Sox Years;Terry Francona;Biographies & Memoirs
551032510;Colours of Survival: Discovering Hope in Bangladesh;Adrian Plass;Travel
552172774;Shaking Hands with Death;Terry Pratchett;Law
553213415;Madame Bovary (Bantam Classics);Gustave Flaubert;Mystery, Thriller & Suspense
553252313;Flint: A Novel;Louis L'Amour;Literature & Fiction
553293354;Foundation;Isaac Asimov;Science Fiction & Fantasy
553375407;Ishmael: An Adventure of the Mind and Spirit;Daniel Quinn;Mystery, Thriller & Suspense
553383698;Your Child's Health: The Parents' One-Stop Reference Guide to: Symptoms, Emergencies, Common Illnesses, Behavior Problems, and Healthy Development;Barton D. Schmitt;Parenting & Relationships
553391267;Zero World;Jason M. Hough;Science Fiction & Fantasy
553392042;The Sweet Spot: How to Find Your Groove at Home and Work;Christine Carter Ph.D.;Self-Help
553418025;The Martian;Andy Weir;Mystery, Thriller & Suspense
553418777;The Little Paris Bookshop: A Novel;Nina George;Mystery, Thriller & Suspense
